# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
405000 40 11520
  40 0.9875 287.408 248.93
465000 40 11519.999999999998
  1 0.0125 287.634 240.54
  2 0.0375 287.596 235.302
  3 0.0625 286.998 246.359
  4 0.0875 287.438 257.455
  5 0.1125 287.426 273.981
  6 0.1375 287.722 267.628
  7 0.1625 287.686 279.869
  8 0.1875 287.538 288.093
  9 0.2125 287.978 296.681
  10 0.2375 287.748 302.488
  11 0.2625 289.048 301.224
  12 0.2875 288.182 310.997
  13 0.3125 288.76 307.687
  14 0.3375 286.73 305.789
  15 0.3625 289.126 312.427
  16 0.3875 287.298 314.024
  17 0.4125 288.002 310.705
  18 0.4375 288.112 318.562
  19 0.4625 288.598 321.382
  20 0.4875 287.416 333.806
  21 0.5125 287.366 349.864
  22 0.5375 286.954 352.026
  23 0.5625 288.238 337.143
  24 0.5875 288.914 331.68
  25 0.6125 288.448 331.24
  26 0.6375 287.786 334.927
  27 0.6625 287.356 318.885
  28 0.6875 287.918 309.251
  29 0.7125 288.774 319.107
  30 0.7375 289.102 308.345
  31 0.7625 288.142 300.806
  32 0.7875 289.734 302.803
  33 0.8125 287.836 298.901
  34 0.8375 288.374 290.195
  35 0.8625 289.06 289.114
  36 0.8875 287.682 277.737
  37 0.9125 287.104 274.71
  38 0.9375 288.824 270.598
  39 0.9625 287.874 265.284
  40 0.9875 287.478 255.895
470000 40 11520
  1 0.0125 287.89 241.726
  2 0.0375 288.64 236.704
  3 0.0625 289.318 255.799
  4 0.0875 287.914 265.999
  5 0.1125 288.334 264.5
  6 0.1375 287.784 271.377
  7 0.1625 288.638 284.038
  8 0.1875 287.242 286.112
  9 0.2125 287.458 297.925
  10 0.2375 287.64 310.004
  11 0.2625 287.99 307.189
  12 0.2875 288.36 303.827
  13 0.3125 287.75 301.224
  14 0.3375 288.808 306.605
  15 0.3625 286.098 314.084
  16 0.3875 288.254 314.59
  17 0.4125 287.09 307.731
  18 0.4375 287.614 322.288
  19 0.4625 288.144 331.922
  20 0.4875 288.384 334.128
  21 0.5125 287.794 334.553
  22 0.5375 287.658 342.165
  23 0.5625 287.008 340.24
  24 0.5875 287.076 328.9
  25 0.6125 289.202 326.478
  26 0.6375 287.934 328.468
  27 0.6625 287.27 320.233
  28 0.6875 289.018 314.923
  29 0.7125 288.604 322.327
  30 0.7375 288.13 308.401
  31 0.7625 288.326 303.594
  32 0.7875 288.644 306.675
  33 0.8125 288.564 298.349
  34 0.8375 287.052 298.209
  35 0.8625 287.436 285.164
  36 0.8875 287.558 279.007
  37 0.9125 288.36 274.728
  38 0.9375 287.924 261.204
  39 0.9625 288.082 261.408
  40 0.9875 289.01 253.203
475000 40 11519.999999999998
  1 0.0125 289.028 245.201
  2 0.0375 288.296 244.746
  3 0.0625 288.276 260.786
  4 0.0875 288.136 262.31
  5 0.1125 289.436 274.415
  6 0.1375 288.756 277.794
  7 0.1625 288.008 277.486
  8 0.1875 288.012 285.41
  9 0.2125 287.078 290.16
  10 0.2375 287.676 297.538
  11 0.2625 286.916 294.94
  12 0.2875 288.404 297.536
  13 0.3125 288.234 304.022
  14 0.3375 287.168 296.741
  15 0.3625 287.848 314.867
  16 0.3875 287.488 321.419
  17 0.4125 289.21 321.047
  18 0.4375 288.424 315.142
  19 0.4625 287.378 336.657
  20 0.4875 287.396 333.941
  21 0.5125 289.012 344.497
  22 0.5375 288.396 354.495
  23 0.5625 286.256 336.704
  24 0.5875 288.342 322.993
  25 0.6125 288.154 325.915
  26 0.6375 287.456 330.542
  27 0.6625 287.404 313.415
  28 0.6875 287.652 309.083
  29 0.7125 287.648 312.861
  30 0.7375 287.846 310.67
  31 0.7625 288.14 304.201
  32 0.7875 286.55 302.72
  33 0.8125 287.67 293.828
  34 0.8375 288.634 287.362
  35 0.8625 289.062 284.652
  36 0.8875 287.68 275.704
  37 0.9125 288.116 285.779
  38 0.9375 288.898 277.011
  39 0.9625 287.272 261.594
  40 0.9875 288.644 257.735
480000 40 11520
  1 0.0125 287.022 246.1
  2 0.0375 287.328 243.921
  3 0.0625 288.218 252.85
  4 0.0875 288.388 266.237
  5 0.1125 287.586 274.044
  6 0.1375 288.746 284.635
  7 0.1625 287.644 291.675
  8 0.1875 289.056 298.16
  9 0.2125 288.378 289.911
  10 0.2375 288.086 292.758
  11 0.2625 288.798 295.024
  12 0.2875 287.8 298.551
  13 0.3125 287.582 302.881
  14 0.3375 287.626 305.219
  15 0.3625 287.924 305.489
  16 0.3875 288.106 314.667
  17 0.4125 287.848 319.815
  18 0.4375 287.7 332.986
  19 0.4625 288.296 331.4
  20 0.4875 288.074 335.224
  21 0.5125 287.988 344.005
  22 0.5375 288.142 355.082
  23 0.5625 287.374 337.287
  24 0.5875 287.54 331.554
  25 0.6125 288.164 323.087
  26 0.6375 288.2 325.064
  27 0.6625 287.774 315.56
  28 0.6875 287.348 311.226
  29 0.7125 289.078 316.392
  30 0.7375 288.386 310.128
  31 0.7625 288.376 299.264
  32 0.7875 288 301.564
  33 0.8125 288.746 296.974
  34 0.8375 288.892 283.232
  35 0.8625 287.942 277.611
  36 0.8875 288.154 277.219
  37 0.9125 287.512 278.124
  38 0.9375 286.596 270.833
  39 0.9625 287.814 262.702
  40 0.9875 287.768 245.579
485000 40 11520.000000000002
  1 0.0125 289.338 233.059
  2 0.0375 287.884 239.924
  3 0.0625 287.824 256.05
  4 0.0875 288.662 262.374
  5 0.1125 288.434 268.201
